hit_acc,hit_name,hit_score,hit_bias,hit_pvalue,hit_evalue,n_domains,dom_bitscore,dom_bias,dom_ievalue,dom_cevalue,dom_aliL,dom_aliId,dom_aliSim,dom_hmm_from,dom_hmm_to,dom_hmm_acc,dom_hmm_name,dom_sq_from,dom_sq_to,dom_model_cov,dom_seq_cov,studies,assemblies,biomes,samples,extlink
MGYP005817695447,MGYP005817695447,144.7,0.1,-105.549986199618,1.0e-37,1,144.445739746094,0.08,1.2e-37,4.6e-43,221,0.430232558139535,0.767441860465116,1,172,PF01083.29,Cutinase,35,220,172,186,ERP136856|https://www.ebi.ac.uk/metagenomics/studies/ERP136856,ERZ10545953|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ10545953,247,136856,https://www.ebi.ac.uk/metagenomics/proteins/MGYP005817695447
MGYP001016245611,MGYP001016245611,144.7,0.0,-105.537262872853,1.0e-37,1,144.350646972656,0.04,1.3e-37,5.0e-43,251,0.456140350877193,0.801169590643275,1,171,PF01083.29,Cutinase,39,233,171,195,ERP110969|https://www.ebi.ac.uk/metagenomics/studies/ERP110969,ERZ724503|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724503;ERZ724512|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724512;ERZ724515|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724515;ERZ724531|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724531;ERZ724532|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724532;ERZ724534|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724534;ERZ724540|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724540;ERZ724544|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724544;ERZ724550|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724550;ERZ724553|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724553,63;18;62;89,110969,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001016245611
MGYP000555938310,MGYP000555938310,144.7,0.1,-105.537144164969,1.1e-37,1,144.508819580078,0.12,1.2e-37,4.4e-43,172,0.443037974683544,0.848101265822785,15,172,PF01083.29,Cutinase,2,166,158,165,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650250|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650250,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000555938310
MGYP002651162326,MGYP002651162326,144.6,0.0,-105.489768927906,1.1e-37,1,144.328964233398,0.01,1.3e-37,5.0e-43,234,0.412790697674419,0.802325581395349,1,172,PF01083.29,Cutinase,31,233,172,203,ERP115473|https://www.ebi.ac.uk/metagenomics/studies/ERP115473,ERZ1023177|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1023177,62;401,115473,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002651162326
MGYP001012732461,MGYP001012732461,144.6,0.0,-105.488204142171,1.1e-37,1,144.38981628418,0.01,1.3e-37,4.8e-43,219,0.405882352941176,0.758823529411765,1,170,PF01083.29,Cutinase,34,216,170,183,ERP110969|https://www.ebi.ac.uk/metagenomics/studies/ERP110969,ERZ724512|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724512;ERZ724545|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724545,63;62,110969,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001012732461
MGYP002371725557,MGYP002371725557,144.6,0.0,-105.485409111101,1.1e-37,1,144.315078735352,0.05,1.3e-37,5.1e-43,270,0.456140350877193,0.801169590643275,1,171,PF01083.29,Cutinase,58,252,171,195,ERP110969|https://www.ebi.ac.uk/metagenomics/studies/ERP110969,ERZ724526|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724526,18;62,110969,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002371725557
MGYP000226936893,MGYP000226936893,144.6,0.1,-105.484405489906,1.1e-37,1,144.316619873047,0.14,1.3e-37,5.1e-43,252,0.447674418604651,0.825581395348837,1,172,PF01083.29,Cutinase,45,238,172,194,ERP108086|https://www.ebi.ac.uk/metagenomics/studies/ERP108086,ERZ505219|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ505219,158;132,108086,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000226936893
MGYP006748715863,MGYP006748715863,144.6,0.1,-105.484275990397,1.1e-37,1,144.25,0.14,1.4e-37,5.3e-43,203,0.476190476190476,0.850340136054422,1,147,PF01083.29,Cutinase,35,198,147,164,ERP107925|https://www.ebi.ac.uk/metagenomics/studies/ERP107925,ERZ501000|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ501000,401,107925,https://www.ebi.ac.uk/metagenomics/proteins/MGYP006748715863
MGYP005607305625,MGYP005607305625,144.4,0.1,-105.385046991581,1.2e-37,1,144.267990112305,0.08,1.4e-37,5.3e-43,202,0.436046511627907,0.784883720930233,1,172,PF01083.29,Cutinase,16,201,172,186,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2271310|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271310,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP005607305625
MGYP001445017602,MGYP001445017602,144.4,0.0,-105.346456137882,1.3e-37,1,144.033599853516,0.05,1.6e-37,6.2e-43,295,0.373493975903614,0.801204819277108,5,170,PF01083.29,Cutinase,115,293,166,179,ERP104231|https://www.ebi.ac.uk/metagenomics/studies/ERP104231,ERZ794928|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794928,63,104231,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001445017602
MGYP000219775981,MGYP000219775981,144.3,0.0,-105.287857610034,1.3e-37,1,144.067184448242,0.01,1.6e-37,6.1e-43,224,0.415204678362573,0.783625730994152,1,171,PF01083.29,Cutinase,38,222,171,185,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650245|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650245;ERZ650264|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650264;ERZ650281|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650281;ERZ650283|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650283;ERZ650309|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650309,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000219775981
MGYP001947507961,MGYP001947507961,144.1,0.0,-105.115763554122,1.6e-37,1,143.692077636719,0.00,2.1e-37,7.9e-43,225,0.424418604651163,0.813953488372093,1,172,PF01083.29,Cutinase,34,219,172,186,ERP108711|https://www.ebi.ac.uk/metagenomics/studies/ERP108711,ERZ650159|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650159;ERZ650162|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650162,86,108711,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001947507961
MGYP000154960988,MGYP000154960988,144.0,0.0,-105.082158431522,1.7e-37,1,143.789916992188,0.01,1.9e-37,7.4e-43,214,0.405882352941176,0.752941176470588,1,170,PF01083.29,Cutinase,29,211,170,183,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650289|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650289,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000154960988
MGYP000001548306,MGYP000001548306,143.9,0.0,-105.019761251407,1.8e-37,1,143.750885009766,0.01,2.0e-37,7.6e-43,203,0.436046511627907,0.784883720930233,1,172,PF01083.29,Cutinase,16,202,172,187,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650230|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650230,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000001548306
MGYP000094259352,MGYP000094259352,143.9,0.3,-104.994314597878,1.8e-37,1,143.623901367188,0.28,2.2e-37,8.3e-43,248,0.447674418604651,0.819767441860465,1,172,PF01083.29,Cutinase,41,234,172,194,ERP108087|https://www.ebi.ac.uk/metagenomics/studies/ERP108087,ERZ505221|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ505221,158;86;132,108087,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000094259352
MGYP002759346607,MGYP002759346607,143.8,1.0,-104.937906770057,1.9e-37,1,143.524444580078,0.95,2.3e-37,8.9e-43,234,0.403508771929825,0.807017543859649,2,172,PF01083.29,Cutinase,35,233,171,199,ERP116514|https://www.ebi.ac.uk/metagenomics/studies/ERP116514,ERZ1036380|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1036380,63;401,116514,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002759346607
MGYP001318626177,MGYP001318626177,143.8,0.1,-104.931604460617,1.9e-37,1,143.526992797852,0.06,2.3e-37,8.9e-43,228,0.424418604651163,0.877906976744186,1,172,PF01083.29,Cutinase,28,225,172,198,ERP112625|https://www.ebi.ac.uk/metagenomics/studies/ERP112625,ERZ795065|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795065,63;4,112625,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001318626177
MGYP004484473637,MGYP004484473637,143.8,1.3,-104.92864755516,1.9e-37,1,143.497055053711,1.30,2.4e-37,9.1e-43,213,0.441860465116279,0.813953488372093,1,172,PF01083.29,Cutinase,30,212,172,183,ERP133688|https://www.ebi.ac.uk/metagenomics/studies/ERP133688,ERZ4560311|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ4560311,356,133688,https://www.ebi.ac.uk/metagenomics/proteins/MGYP004484473637
MGYP001078225210,MGYP001078225210,143.8,0.0,-104.928000057614,1.9e-37,1,143.508224487305,0.00,2.4e-37,9.0e-43,241,0.395348837209302,0.837209302325581,1,172,PF01083.29,Cutinase,56,240,172,185,ERP111598|https://www.ebi.ac.uk/metagenomics/studies/ERP111598;ERP111605|https://www.ebi.ac.uk/metagenomics/studies/ERP111605;ERP112628|https://www.ebi.ac.uk/metagenomics/studies/ERP112628;ERP112629|https://www.ebi.ac.uk/metagenomics/studies/ERP112629;ERP112630|https://www.ebi.ac.uk/metagenomics/studies/ERP112630;ERP112631|https://www.ebi.ac.uk/metagenomics/studies/ERP112631;ERP112632|https://www.ebi.ac.uk/metagenomics/studies/ERP112632;ERP114767|https://www.ebi.ac.uk/metagenomics/studies/ERP114767,ERZ777003|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ777003;ERZ777010|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ777010;ERZ795068|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795068;ERZ795069|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795069;ERZ795070|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795070;ERZ795071|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795071;ERZ795072|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795072;ERZ858510|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ858510,4,111605;114767;112632;112629;111598;112628;112630;112631,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001078225210
MGYP003739918625,MGYP003739918625,143.6,0.2,-104.780273492657,2.2e-37,1,143.378875732422,0.20,2.6e-37,9.9e-43,146,0.547826086956522,0.930434782608696,1,117,PF01083.29,Cutinase,32,146,117,115,ERP111156|https://www.ebi.ac.uk/metagenomics/studies/ERP111156,ERZ761573|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ761573,466,111156,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003739918625
MGYP002651911175,MGYP002651911175,143.5,0.3,-104.729520476732,2.4e-37,1,143.26139831543,0.31,2.8e-37,1.1e-42,254,0.409356725146199,0.801169590643275,2,172,PF01083.29,Cutinase,63,253,171,191,ERP115473|https://www.ebi.ac.uk/metagenomics/studies/ERP115473,ERZ1023170|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1023170;ERZ1023384|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1023384,401,115473,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002651911175
MGYP002628173675,MGYP002628173675,143.4,0.0,-104.672011903085,2.5e-37,1,143.180404663086,0.01,3.0e-37,1.1e-42,250,0.441860465116279,0.802325581395349,1,172,PF01083.29,Cutinase,49,248,172,200,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ887841|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ887841;ERZ888984|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888984,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002628173675
MGYP001317795301,MGYP001317795301,143.4,0.1,-104.664360640425,2.5e-37,1,143.167236328125,0.06,3.0e-37,1.1e-42,216,0.393063583815029,0.803468208092486,1,173,PF01083.29,Cutinase,37,213,173,177,ERP112632|https://www.ebi.ac.uk/metagenomics/studies/ERP112632;ERP112877|https://www.ebi.ac.uk/metagenomics/studies/ERP112877,ERZ795072|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795072;ERZ795387|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795387,54;4,112877;112632,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001317795301
MGYP000191549712,MGYP000191549712,143.4,0.0,-104.635331167145,2.6e-37,1,143.139419555664,0.02,3.1e-37,1.2e-42,221,0.406976744186047,0.761627906976744,1,172,PF01083.29,Cutinase,35,220,172,186,ERP104174|https://www.ebi.ac.uk/metagenomics/studies/ERP104174;ERP108097|https://www.ebi.ac.uk/metagenomics/studies/ERP108097,ERZ505238|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ505238;ERZ840511|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ840511;ERZ840577|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ840577;ERZ841824|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ841824,158;86;132,108097;104174,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000191549712
MGYP002737654350,MGYP002737654350,143.3,0.1,-104.59937347013,2.7e-37,1,143.106842041016,0.07,3.2e-37,1.2e-42,226,0.433526011560694,0.791907514450867,1,173,PF01083.29,Cutinase,38,225,173,188,ERP116533|https://www.ebi.ac.uk/metagenomics/studies/ERP116533,ERZ1032833|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1032833,361,116533,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002737654350
MGYP000113621908,MGYP000113621908,143.2,0.5,-104.525159459814,2.9e-37,1,142.927673339844,0.46,3.6e-37,1.4e-42,301,0.424418604651163,0.837209302325581,2,173,PF01083.29,Cutinase,46,236,172,191,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650245|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650245;ERZ650264|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650264;ERZ650265|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650265;ERZ650269|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650269,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000113621908
MGYP002759398881,MGYP002759398881,143.1,0.1,-104.400818347867,3.3e-37,1,142.785552978516,0.14,4.0e-37,1.5e-42,189,0.457516339869281,0.823529411764706,20,172,PF01083.29,Cutinase,8,171,153,164,ERP116514|https://www.ebi.ac.uk/metagenomics/studies/ERP116514,ERZ1036380|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1036380,401,116514,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002759398881
MGYP002718850866,MGYP002718850866,142.8,6.3,-104.224407641654,3.9e-37,1,138.206024169922,6.31,1.0e-35,3.8e-41,270,0.366279069767442,0.831395348837209,2,173,PF01083.29,Cutinase,29,269,172,241,ERP116496|https://www.ebi.ac.uk/metagenomics/studies/ERP116496,ERZ1030276|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1030276,30,116496,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002718850866
MGYP003624100675,MGYP003624100675,142.6,0.8,-104.111516444633,4.4e-37,1,142.167358398438,0.85,6.1e-37,2.3e-42,208,0.376623376623377,0.844155844155844,19,172,PF01083.29,Cutinase,16,171,154,156,ERP131672|https://www.ebi.ac.uk/metagenomics/studies/ERP131672,ERZ3421860|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3421860;ERZ3422165|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3422165,132,131672,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003624100675
MGYP000934930645,MGYP000934930645,142.6,0.0,-104.091800144379,4.5e-37,1,142.407836914062,0.03,5.2e-37,2.0e-42,239,0.358381502890173,0.832369942196532,1,173,PF01083.29,Cutinase,32,232,173,201,ERP111160|https://www.ebi.ac.uk/metagenomics/studies/ERP111160,ERZ761577|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ761577,54,111160,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000934930645
MGYP001335445453,MGYP001335445453,142.5,0.0,-104.009481623121,4.8e-37,1,142.291595458984,0.01,5.6e-37,2.1e-42,233,0.416184971098266,0.820809248554913,1,173,PF01083.29,Cutinase,30,233,173,204,ERP112584|https://www.ebi.ac.uk/metagenomics/studies/ERP112584,ERZ795018|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795018,63;64,112584,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001335445453
MGYP003692267693,MGYP003692267693,142.4,0.0,-103.930443756093,5.2e-37,1,141.927093505859,0.00,7.3e-37,2.8e-42,255,0.426900584795322,0.777777777777778,2,172,PF01083.29,Cutinase,40,224,171,185,ERP133749|https://www.ebi.ac.uk/metagenomics/studies/ERP133749,ERZ4291122|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ4291122,4;154;401,133749,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003692267693
MGYP000963482426,MGYP000963482426,142.4,0.1,-103.914774315497,5.3e-37,2,141.780029296875,0.00,8.1e-37,3.1e-42,222,0.433526011560694,0.809248554913295,1,173,PF01083.29,Cutinase,36,221,173,186,ERP111287|https://www.ebi.ac.uk/metagenomics/studies/ERP111287,ERZ773281|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ773281;ERZ773282|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ773282,63;492,111287,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000963482426
MGYP001327190076,MGYP001327190076,142.3,0.2,-103.872352434655,5.5e-37,1,141.797317504883,0.18,8.0e-37,3.0e-42,233,0.426900584795322,0.801169590643275,1,171,PF01083.29,Cutinase,33,231,171,199,ERP104231|https://www.ebi.ac.uk/metagenomics/studies/ERP104231,ERZ794918|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794918;ERZ794928|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794928,63,104231,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001327190076
MGYP003908525721,MGYP003908525721,142.2,0.1,-103.764090845083,6.2e-37,1,141.988021850586,0.07,7.0e-37,2.6e-42,165,0.445205479452055,0.842465753424658,2,147,PF01083.29,Cutinase,11,164,146,154,ERP111939|https://www.ebi.ac.uk/metagenomics/studies/ERP111939,ERZ780666|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ780666,476;492,111939,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003908525721
MGYP001156541590,MGYP001156541590,141.9,0.0,-103.585478647215,7.4e-37,1,141.663558959961,0.00,8.8e-37,3.3e-42,220,0.406976744186047,0.819767441860465,1,172,PF01083.29,Cutinase,34,219,172,186,ERP104231|https://www.ebi.ac.uk/metagenomics/studies/ERP104231,ERZ794918|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794918;ERZ794928|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794928,63,104231,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001156541590
MGYP000325933754,MGYP000325933754,141.7,0.0,-103.477432890158,8.2e-37,1,141.542907714844,0.00,9.5e-37,3.6e-42,213,0.424418604651163,0.755813953488372,1,172,PF01083.29,Cutinase,27,212,172,186,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650245|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650245,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000325933754
MGYP001949461107,MGYP001949461107,141.7,0.1,-103.469857168879,8.3e-37,1,141.486602783203,0.06,9.9e-37,3.8e-42,222,0.420118343195266,0.757396449704142,2,170,PF01083.29,Cutinase,37,219,169,183,ERP108711|https://www.ebi.ac.uk/metagenomics/studies/ERP108711,ERZ650159|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650159;ERZ650162|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650162,158;86;132,108711,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001949461107
MGYP001379945772,MGYP001379945772,141.6,0.0,-103.35678251422,9.3e-37,1,141.300918579102,0.00,1.1e-36,4.3e-42,240,0.410404624277457,0.820809248554913,1,173,PF01083.29,Cutinase,55,240,173,186,ERP112570|https://www.ebi.ac.uk/metagenomics/studies/ERP112570,ERZ794972|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794972,54,112570,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001379945772
MGYP000846748976,MGYP000846748976,141.6,0.1,-103.3461311796,9.4e-37,1,141.345367431641,0.06,1.1e-36,4.2e-42,209,0.432258064516129,0.851612903225806,1,155,PF01083.29,Cutinase,31,208,155,178,ERP110952|https://www.ebi.ac.uk/metagenomics/studies/ERP110952,ERZ724079|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724079,4,110952,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000846748976
MGYP001082351077,MGYP001082351077,141.5,0.0,-103.320317610794,9.6e-37,1,141.320709228516,0.01,1.1e-36,4.2e-42,231,0.424418604651163,0.790697674418605,1,172,PF01083.29,Cutinase,31,229,172,199,ERP111598|https://www.ebi.ac.uk/metagenomics/studies/ERP111598;ERP112630|https://www.ebi.ac.uk/metagenomics/studies/ERP112630,ERZ777003|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ777003;ERZ795070|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795070,4,111598;112630,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001082351077
MGYP001144388893,MGYP001144388893,141.5,0.5,-103.310335356971,9.7e-37,1,141.225479125977,0.54,1.2e-36,4.5e-42,213,0.426900584795322,0.777777777777778,2,172,PF01083.29,Cutinase,31,212,171,182,ERP111838|https://www.ebi.ac.uk/metagenomics/studies/ERP111838,ERZ778520|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ778520,480;476,111838,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001144388893
MGYP000376084905,MGYP000376084905,141.4,0.0,-103.202160100405,1.1e-36,1,140.857772827148,0.00,1.5e-36,5.9e-42,244,0.38150289017341,0.838150289017341,1,173,PF01083.29,Cutinase,46,233,173,188,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650264|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650264;ERZ650283|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650283,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000376084905
MGYP003417831496,MGYP003417831496,141.3,0.0,-103.188940358856,1.1e-36,1,141.148376464844,0.02,1.3e-36,4.8e-42,232,0.38953488372093,0.790697674418605,1,172,PF01083.29,Cutinase,29,231,172,203,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2227954|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2227954;ERZ2270386|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2270386;ERZ2270793|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2270793;ERZ2271310|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271310;ERZ2271340|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271340;ERZ2271464|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271464;ERZ2271710|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271710;ERZ2271726|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271726;ERZ2272263|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2272263;ERZ2272274|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2272274,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003417831496
MGYP002634362489,MGYP002634362489,141.0,0.0,-102.962046427361,1.4e-36,1,138.473449707031,0.01,8.4e-36,3.2e-41,248,0.427745664739884,0.820809248554913,1,173,PF01083.29,Cutinase,57,248,173,192,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ888833|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888833,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002634362489
MGYP001021170247,MGYP001021170247,141.0,0.0,-102.949495766608,1.4e-36,1,140.653305053711,0.01,1.8e-36,6.8e-42,232,0.417808219178082,0.842465753424658,2,147,PF01083.29,Cutinase,63,212,146,150,ERP110952|https://www.ebi.ac.uk/metagenomics/studies/ERP110952,ERZ724085|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724085,4,110952,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001021170247
MGYP003579794200,MGYP003579794200,140.9,0.0,-102.901991030036,1.5e-36,1,140.720138549805,0.03,1.7e-36,6.5e-42,150,0.481481481481481,0.896296296296296,14,148,PF01083.29,Cutinase,7,146,135,140,ERP126695|https://www.ebi.ac.uk/metagenomics/studies/ERP126695,ERZ3820705|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3820705,476,126695,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003579794200
MGYP001133759235,MGYP001133759235,140.9,0.0,-102.854259669322,1.5e-36,1,140.617446899414,0.00,1.8e-36,7.0e-42,219,0.456140350877193,0.783625730994152,2,172,PF01083.29,Cutinase,33,218,171,186,ERP111647|https://www.ebi.ac.uk/metagenomics/studies/ERP111647;ERP112595|https://www.ebi.ac.uk/metagenomics/studies/ERP112595;ERP112625|https://www.ebi.ac.uk/metagenomics/studies/ERP112625,ERZ778036|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ778036;ERZ795029|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795029;ERZ795065|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795065,63;80;4,112625;111647;112595,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001133759235
MGYP000231570316,MGYP000231570316,140.8,0.0,-102.834694451829,1.6e-36,1,140.592987060547,0.01,1.9e-36,7.1e-42,221,0.406976744186047,0.831395348837209,2,173,PF01083.29,Cutinase,37,221,172,185,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650245|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650245;ERZ650264|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650264;ERZ650281|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650281;ERZ650309|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650309,18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000231570316
MGYP005813294629,MGYP005813294629,140.7,0.6,-102.704061822067,1.8e-36,1,140.453475952148,0.59,2.1e-36,7.8e-42,231,0.416666666666667,0.791666666666667,1,168,PF01083.29,Cutinase,31,226,168,196,ERP136856|https://www.ebi.ac.uk/metagenomics/studies/ERP136856,ERZ10545953|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ10545953,247;63,136856,https://www.ebi.ac.uk/metagenomics/proteins/MGYP005813294629
